,original subtotal,discount,net subtotal,tax,shipping,area,notes,tender,payment cash,payment card,payment gift card,payment store credit,payment check,payment other,payment total,gift card sold,gift card used
623,200.00,0.00,200.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,200.00,,
624,75000.00,0.00,75000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,75000.00,,
625,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
626,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
627,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
628,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
629,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
630,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
631,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
632,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
633,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
634,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
635,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
636,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
637,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
638,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
639,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
640,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
641,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
642,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
643,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
644,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
645,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
646,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
647,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
648,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
649,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
650,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
651,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
652,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
653,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
654,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
655,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
656,150.00,0.00,150.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,150.00,,
658,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
659,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
660,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
662,150.00,0.00,150.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,150.00,,
663,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
664,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
665,65.00,0.00,65.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,65.00,,
666,185.00,0.00,185.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,185.00,,
671,200.00,0.00,200.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,200.00,,
673,200.00,0.00,200.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,200.00,,
675,65.00,0.00,65.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,65.00,,
676,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
677,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
678,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
679,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
680,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
681,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
682,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
683,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
684,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
685,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
686,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
687,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
688,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
689,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
690,250.00,0.00,250.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,250.00,,
691,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
692,5.00,0.00,5.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,5.00,,
693,24.00,0.00,24.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,24.00,,
694,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
695,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
696,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
697,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
698,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
699,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
700,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
701,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
702,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
703,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
704,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
705,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
706,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
707,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
708,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
709,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
710,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
711,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
712,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
713,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
714,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
715,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
716,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
717,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
718,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
719,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
720,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
721,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
722,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
723,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
724,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
725,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
726,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
727,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
728,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
729,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
730,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
731,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
732,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
733,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
734,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
735,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
736,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
737,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
738,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
739,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
740,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
741,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
742,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
743,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
744,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
745,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
746,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
747,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
748,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
749,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
750,250.00,0.00,250.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,250.00,,
751,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
752,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
753,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
754,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
755,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
756,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
757,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
758,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
759,115.00,0.00,115.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,115.00,,
760,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
761,215.00,0.00,215.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,215.00,,
762,300.00,0.00,300.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,300.00,,
763,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
764,300.00,0.00,300.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,300.00,,
765,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
766,400.00,0.00,400.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,400.00,,
767,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
768,500.00,0.00,500.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,500.00,,
769,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
770,500.00,0.00,500.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,500.00,,
771,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
772,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
773,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
774,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
775,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
776,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
777,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
778,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
779,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
780,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
781,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
782,125.00,0.00,125.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,125.00,,
783,125.00,0.00,125.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,125.00,,
784,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
785,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
786,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
787,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
788,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
789,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
790,875.00,0.00,875.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,875.00,,
798,200.00,0.00,200.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,200.00,,
799,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
800,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
801,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
802,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
803,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
804,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
805,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
806,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
807,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
808,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
809,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
810,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
811,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
812,125.00,0.00,125.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,125.00,,
813,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
814,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
815,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
816,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
817,26.00,0.00,26.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,26.00,,
818,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
819,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
820,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
821,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
822,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
823,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
824,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
825,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
826,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
827,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
828,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
829,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
830,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
831,1.00,0.00,1.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1.00,,
832,2.00,0.00,2.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,
833,4.00,0.00,4.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,4.00,,
834,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
835,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
836,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
837,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
838,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
839,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
840,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
841,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
842,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
843,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
844,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
845,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
846,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
847,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
848,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
849,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
850,16.00,0.00,16.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,16.00,,
851,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
852,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
853,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
854,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
855,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
856,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
857,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
858,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
859,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
860,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
861,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
862,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
863,250.00,0.00,250.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,250.00,,
864,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
865,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
866,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
867,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
868,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
869,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
870,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
871,200.00,0.00,200.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,200.00,,
872,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
873,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
874,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
875,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
876,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
877,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
878,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
879,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
880,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
881,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
882,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
883,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
884,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
885,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
