,original subtotal,discount,net subtotal,tax,shipping,area,notes,tender,payment cash,payment card,payment gift card,payment store credit,payment check,payment other,payment total,gift card sold,gift card used
106,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
112,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
113,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
114,24.00,0.00,24.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,24.00,,
115,5.00,0.00,5.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,5.00,,
116,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
117,60.00,0.00,60.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,60.00,,
118,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
119,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
120,3.00,0.00,3.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,3.00,,
121,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
122,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
123,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
124,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
125,11.65,0.00,11.65,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,11.65,,
126,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
127,250.00,0.00,250.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,250.00,,
128,7.00,0.00,7.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,7.00,,
129,36.00,0.00,36.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,36.00,,
130,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
131,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
132,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
133,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
134,5.00,0.00,5.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,5.00,,
135,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
136,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
137,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
138,2.00,0.00,2.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,2.00,,
139,5.00,0.00,5.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,5.00,,
140,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
141,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
142,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
143,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
144,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
145,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
146,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
147,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
148,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
149,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
150,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
151,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
152,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
153,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
154,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
155,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
156,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
157,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
158,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
159,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
160,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
161,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
162,125.00,0.00,125.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,125.00,,
163,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
164,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
165,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
166,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
167,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
168,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
169,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
170,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
171,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
172,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
173,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
175,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
176,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
177,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
178,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
179,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
180,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
181,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
183,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
184,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
185,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
186,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
187,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
188,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
189,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
190,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
191,80.00,0.00,80.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,80.00,,
192,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
193,250.00,0.00,250.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,250.00,,
194,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
195,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
196,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
197,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
198,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
199,125.00,0.00,125.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,125.00,,
200,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
201,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
202,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
203,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
204,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
205,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
206,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
207,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
208,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
209,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
210,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
211,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
212,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
213,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
214,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
215,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
216,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
217,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
218,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
219,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
220,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
221,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
222,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
223,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
224,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
225,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
226,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
227,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
228,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
229,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
230,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
231,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
232,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
233,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
234,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
235,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
236,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
237,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
238,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
239,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
240,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
241,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
242,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
243,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
244,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
245,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
246,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
247,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
248,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
249,7.00,0.00,7.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,7.00,,
250,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
251,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
252,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
253,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
254,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
255,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
256,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
257,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
258,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
259,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
260,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
261,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
263,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
264,400.00,0.00,400.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,400.00,,
266,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
267,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
268,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
269,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
270,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
271,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
272,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
273,40.00,0.00,40.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,
274,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
275,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
276,10.00,0.00,10.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,
277,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
278,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
279,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
280,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
281,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
282,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
283,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
284,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
285,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
286,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
287,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
288,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
289,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
290,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
291,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
292,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
293,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
294,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
295,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
296,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
297,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
298,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
299,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
300,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
301,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
302,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
303,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
304,5.00,0.00,5.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,5.00,,
305,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
306,15.00,0.00,15.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,15.00,,
307,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
308,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
309,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
310,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
311,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
312,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
313,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
314,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
315,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
316,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
317,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
318,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
319,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
320,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
321,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
322,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
323,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
324,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
325,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
326,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
327,500.00,0.00,500.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,500.00,,
328,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
329,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
330,25.00,0.00,25.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,25.00,,
331,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
332,30.00,0.00,30.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,30.00,,
333,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
334,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
335,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
336,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
337,24.00,0.00,24.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,24.00,,
338,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
339,35.00,0.00,35.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,35.00,,
340,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
341,50.00,0.00,50.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,50.00,,
342,500.00,0.00,500.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,500.00,,
343,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
344,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
345,750.00,0.00,750.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,750.00,,
346,200.00,0.00,200.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,200.00,,
347,700.00,0.00,700.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,700.00,,
348,500.00,0.00,500.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,500.00,,
349,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
350,100.00,0.00,100.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,100.00,,
351,1000.00,0.00,1000.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,,
352,700.00,0.00,700.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,700.00,,
353,500.00,0.00,500.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,500.00,,
354,700.00,0.00,700.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,700.00,,
355,500.00,0.00,500.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,500.00,,
356,700.00,0.00,700.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,700.00,,
357,500.00,0.00,500.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,500.00,,
358,700.00,0.00,700.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,700.00,,
359,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
360,5.00,0.00,5.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,5.00,,
361,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
362,20.00,0.00,20.00,0.00,,pos,,cc,0.00,0.00,0.00,0.00,0.00,0.00,20.00,,
